"","Origin","Destination","auto","transit","bike","walk","others","Total_flows","X_Org","Y_Org","X_Dest","Y_Dest","status","in-vehicleTime","waitingTime","transfers","accessTime"
"595",1151.06,1130.2,50,0,0,0,0,50,-112.004628549,40.4599044577,-111.99405361,40.5515488547,"OK",45.82,27.03,1,73.02
"596",1151.06,1128.18,30,0,0,0,0,30,-112.004628549,40.4599044577,-111.901426578,40.4952724011,"OK",67.38,79.98,2,133.25
"597",1151.06,1128.05,0,0,0,0,0,0,-112.004628549,40.4599044577,-111.861369104,40.5357819585,"OK",62.38,29.18,2,91.13
"598",1151.06,1128.21,0,0,0,0,0,0,-112.004628549,40.4599044577,-111.841314748,40.4979086579,"OK",65.38,29.18,2,130.32
"599",1151.06,1130.16,130,0,0,0,0,130,-112.004628549,40.4599044577,-111.975449825,40.5114696296,"OK",48.38,0.03,0,73.03
"600",1151.06,1128.23,40,0,0,0,0,40,-112.004628549,40.4599044577,-111.880345644,40.5350877531,"OK",62.38,29.18,2,84.48
"601",1152.09,1128.04,20,0,0,0,0,20,-112.034044038,40.5615932734,-111.862777239,40.5515369657,"OK",37.92,31.95,2,26.12
"602",1152.09,1130.14,90,0,0,0,0,90,-112.034044038,40.5615932734,-111.948468112,40.5308388373,"OK",10.07,21.47,1,65.9
"603",1152.09,1128.05,50,0,0,0,0,50,-112.034044038,40.5615932734,-111.861369104,40.5357819585,"OK",31,11,1,45.58
"604",1152.09,1130.17,70,0,0,0,0,70,-112.034044038,40.5615932734,-111.948248678,40.5113921689,"OK",19.32,19.47,1,37.08
"605",1152.09,1128.18,0,0,0,0,0,0,-112.034044038,40.5615932734,-111.901426578,40.4952724011,"OK",36,16.8,1,87.7
"606",1152.09,1130.19,90,0,0,0,0,90,-112.034044038,40.5615932734,-111.969767252,40.549554591,"OK",13.97,21.47,1,38.3
"607",1152.09,1151.06,100,0,0,0,0,100,-112.034044038,40.5615932734,-112.004628549,40.4599044577,"OK",27.62,19.47,1,90.53
"608",1152.09,1128.2,40,0,0,0,0,40,-112.034044038,40.5615932734,-111.879865905,40.4794072388,"OK",34,11,1,118.83
"609",1152.09,1131.07,110,0,0,0,0,110,-112.034044038,40.5615932734,-112.019569271,40.5162767243,"OK",10.78,10.47,1,62.2
"610",1152.09,1128.16,110,0,0,0,0,110,-112.034044038,40.5615932734,-111.869461932,40.5058173534,"OK",34,11,1,59.95
"611",1152.09,1128.21,60,0,0,0,0,60,-112.034044038,40.5615932734,-111.841314748,40.4979086579,"OK",34,11,1,84.77
"612",1152.09,1130.2,100,0,0,0,0,100,-112.034044038,40.5615932734,-111.99405361,40.5515488547,"OK",23.43,21.47,1,28.95
"613",1152.09,1128.17,300,0,0,0,0,300,-112.034044038,40.5615932734,-111.905268914,40.5305236091,"OK",36,16.8,1,54.7
"614",1152.09,1130.12,150,0,0,0,0,150,-112.034044038,40.5615932734,-111.920766871,40.5589868638,"OK",21.75,23.33,1,39.82
"615",1152.09,1130.13,60,0,0,0,0,60,-112.034044038,40.5615932734,-111.975436902,40.5295980976,"OK",10.07,21.47,1,39.12
"616",1152.09,1130.16,120,0,0,0,0,120,-112.034044038,40.5615932734,-111.975449825,40.5114696296,"OK",16,34.47,1,28.97
"617",1152.09,1131.05,100,0,0,0,0,100,-112.034044038,40.5615932734,-112.117993088,40.525950728,"OK",0,0,0,215.53
"618",1152.09,1130.11,40,0,0,0,0,40,-112.034044038,40.5615932734,-111.94344956,40.5508508861,"OK",20,23.33,1,45.28
"619",1152.09,1128.1,20,0,0,0,0,20,-112.034044038,40.5615932734,-111.939987654,40.4779393131,"OK",20.27,19.47,1,79.18
"620",1152.09,1128.22,8,0,0,0,0,8,-112.034044038,40.5615932734,-111.881538572,40.5515553247,"OK",29,11,1,40.78
"621",1152.09,1128.19,30,0,0,0,0,30,-112.034044038,40.5615932734,-111.880069626,40.5140635727,"OK",42.25,24.48,2,51.6
"622",1152.09,1146,60,0,0,0,0,60,-112.034044038,40.5615932734,-111.927991851,40.5189579801,"OK",18.77,19.47,1,36.37
"623",1152.09,1128.15,20,0,0,0,0,20,-112.034044038,40.5615932734,-111.796918933,40.5295233107,"OK",34,11,1,127.23
"624",1152.09,1128.23,30,0,0,20,0,50,-112.034044038,40.5615932734,-111.880345644,40.5350877531,"OK",31,11,1,38.93
"625",1152.09,1152.09,260,0,0,0,165,425,-112.034044038,40.5615932734,-112.034044038,40.5615932734,NA,NA,NA,NA,NA
